673	Awodey 5.3/5.5: Slices of Sets as indexed families — reindexing as pullback, and its preservation of coproducts
674	Awodey 5.6: The cumulative hierarchy as an ω-colimit, and the functoriality of V_ω
675	Awodey 5.6: ω-CPOs and continuous monotone maps
676	Awodey 5.6: Least fixed points of continuous maps on an ω-CPO (Kleene iteration)
677	Awodey 5.6: Colimits depend on the ambient category — the chain of finite ω-CPOs in Pos and in ωCPO
678	Awodey 5.7 Ex 4: The category of partial maps Par(C) over a category with pullbacks
679	Awodey 5.5: Composition-reversal and identity laws for contramap
680	Awodey 6.2: Pos is cartesian closed — the componentwise product and the pointwise-ordered monotone function space
681	Awodey 6.2/6.6 Ex 4: ω-CPOs are cartesian closed, and strict ω-CPOs are not
682	Awodey 6.2/6.6 Ex 3: The unit of the currying adjunction (− × B) ⊣ (−)^B, and the global points of an exponential
683	Awodey 6.3: Heyting algebras — the class, the poset exponential UMP, and negation
684	Awodey 6.3: Complete lattices — meets give joins, and the infinite distributive law as the Heyting criterion
685	Awodey 6.3: Powersets and open-set lattices as complete Heyting algebras, and the failure of the Boolean laws
686	Awodey 6.3: The full IPC entailment calculus and the Lindenbaum–Tarski Heyting algebra
687	Awodey 6.3/6.6 Ex 5: Derived entailment rules and the three implication axioms of positive IPC
688	Awodey 6.3: Heyting algebras presented by generators and relations — the universal property of HA(L)
689	Awodey 6.4: The equational characterization of cartesian closed categories
690	Awodey 6.5: The typed λ-calculus over a signature, and λ-theories with a provable-equality judgement
691	Awodey 6.5: The category of types C(L) of a λ-theory, and its cartesian closed structure
692	Awodey 6.5: Models of a λ-theory in a cartesian closed category, and the λ-theory of monoids
693	Awodey 6.5: The universal property of C(L) — the free cartesian closed category on a λ-theory
694	Awodey 6.5/6.6 Ex 6: Completeness of the λ-calculus for cartesian closed models, and the degeneracy of Sets-models
695	Awodey 6.5: The internal language L(C) of a cartesian closed category, and the isomorphism C(L(C)) ≅ C
696	Awodey 6.6 Ex 2: The category of monoids is not cartesian closed
697	Awodey 7.1: Injectivity and surjectivity of a functor on objects and on arrows
698	Awodey 7.1: Monoids, groups, posets and sets embed fully and faithfully in Cat
699	Awodey 7.2: Hom(X,2) as a Boolean algebra and the powerset as a functor Sets^op ⟶ BA
700	Awodey 7.3: The ultrafilter functor Ult : BA^op ⟶ Sets and the covariant ultrafilter endofunctor on Sets
701	Awodey 7.3: The Stone representation φ_B : B → P(Ult(B)) and the Stone representation theorem
702	Awodey 7.9: Finite Stone duality — BA_fin is equivalent to Sets_fin^op
703	Awodey 7.9: Complete atomic Boolean algebras and the discrete Stone duality caBA ≃ Sets^op
704	Awodey 7.5: The contravariant powerset functor on Sets, the double-powerset unit, and P(A+B) ≅ P(A) × P(B)
705	Awodey 7.7: The category of directed graphs as the functor category Sets^Γ
706	Awodey 7.7: The functor category of two posets is the exponential poset, and Pos ⟶ Cat preserves cartesian closed structure
707	Awodey 7.7: The category Grpd of groupoids is cartesian closed and its inclusion into Cat preserves the structure
708	Awodey 7.9: The category of partial maps is equivalent to the category of pointed sets
709	Awodey 7.9: The equivalence Sets^I ≃ Sets/I and reindexing as pullback
710	Awodey 7.10 Ex 3: The forgetful functors Grp ⟶ Mon ⟶ Sets — fullness, faithfulness and (non-)surjectivity
711	Awodey 7.10 Ex 4: The Alexandroff topology as a functor Pos ⟶ Top
712	Awodey 7.10 Ex 5: The full-image factorization of a functor, and its comparison with the bijective-on-objects factorization
713	Awodey 8.2: The hom-bifunctor and its two exponential transposes in Cat
714	Awodey 8.2/8.4: Lower sets, the principal-down-set embedding, and the thin-category Yoneda criterion
715	Awodey 8.6: Colimits in a functor category are pointwise, and presheaf categories are cocomplete
716	Awodey 8.6: The category of elements is equivalent to the Yoneda slice y/P
717	Awodey 8.6: The Yoneda embedding is the free cocompletion of a small category
718	Awodey 8.7: Exponentials of presheaves and cartesian closure of Sets^(C^op)
719	Awodey 8.7/8.9 Ex 5: (− × B) as a left adjoint, and its preservation of all colimits
720	Awodey 8.9 Ex 4: The Yoneda embedding preserves products and exponentials
721	Awodey 8.8: The subobject functor is representable — naturality of the classifying bijection and uniqueness of Ω
722	Awodey 8.8: The fundamental theorem of topos theory — every slice of a topos is a topos
723	Awodey 8.9 Ex 6: The subobject classifiers of Sets^2 and Sets^ω, and finite-set diagrams as a topos
724	Awodey 9.1/9.9 Ex 3: Binary products and coproducts from an adjoint to the diagonal functor
725	Awodey 9.1: The lower-set completion is left adjoint to the forgetful functor from cocomplete posets
726	Awodey 9.2/9.8: Recovering universal arrows from an adjunction — each unit component is initial in the comma category
727	Awodey 9.4: The interior operator as a right adjoint to the inclusion of open sets
728	Awodey 9.5: Quantifiers as adjoints to weakening — a syntactic hyperdoctrine and its geometric reading
729	Awodey 9.7: Change of base for indexed families of sets — the adjoint triple with its fibrewise formulas
730	Awodey 9.7: The dependent product — the right adjoint to base change on slices
731	Awodey 9.7: Structure on slice categories — the domain functor, products from pullbacks, and C ≅ C/1
732	Awodey 9.7: Locally cartesian closed categories, and the equivalence with slicewise cartesian closure
733	Awodey 9.7: A slice of a presheaf category is again a presheaf category
734	Awodey 9.7: Presheaf categories are locally cartesian closed
735	Awodey 9.7: Fibrations of posets — the category Fib, and Fib/P as a locally cartesian closed category
736	Awodey 9.8: Smallness discharges the solution-set condition — the adjoint functor theorem for small complete categories
737	Awodey 9.8: The adjoint functor theorem for complete posets — a join-preserving monotone map has a right adjoint
738	Awodey 9.8/9.9 Ex 10: Recursion from a natural numbers object — arithmetic, functor iteration, and exponentiation in a cartesian closed category
739	Awodey 9.9 Ex 8: Indexed sets, change of base, and Lawvere's hyperdoctrine diagram
740	Awodey 10.4: The comonad induced by an adjunction, with its counit and comultiplication exposed
741	Awodey 10.4: Comonadic functors — the co-Eilenberg–Moore comparison and the Comonadic predicate
742	Awodey 10.6 Ex 7(c): The category of sets with an endomorphism and its eventually-fixed-points comonad
743	Awodey 10.4: Adjoint triples — the induced monad, the induced comonad, and T ⊣ G
744	Awodey 10.4: The comonad Δ∘lim on a diagram category, and Sets as its coalgebras
745	Awodey 10.4/10.6 Ex 8: The interior comonad and the closure monad on the subsets of a space
746	Awodey 10.5: Pointwise sums of functors and the class of polynomial endofunctors
747	Awodey 10.5: Group structures as algebras for 1 + X + X × X, and signatures as polynomial endofunctors
748	Awodey 10.5/10.6 Ex 2: Lambek's lemma — the initial algebra structure map is an isomorphism
749	Awodey 10.5: Initial algebras unwound — binary trees, term trees, and length by initiality
750	Awodey 10.5: The covariant powerset functor has no initial algebra (Lambek plus Cantor)
751	Awodey 10.5: Every polynomial endofunctor on Sets has an initial algebra
752	Awodey 10.5: When endofunctor algebras are monad algebras — the free P-algebra and the three equivalent conditions
753	Awodey 10.6 Ex 10: The final coalgebra of 1 + A × X — possibly-infinite lists
